,18,19,20,21,22,23,24
intercept,-2.5356511465214444,1.5010759835914114,0.5320499740457532,2.3818452799594643,0.26759378712607246,-0.9016463143583194,-1.245267563842937
Student_ID,-2.0328302529395565,-0.7433732548628709,-0.8022594040828154,0.11382759049284276,0.2953297561115922,1.443587698150563,1.7257178671302507
Gender,0.23325545266902883,-0.4400042032790016,-0.7737662074847789,0.5688150626135345,0.6056070637287896,-0.28916920892557063,0.095262040677998
Academic_Level,0.16030073910359818,2.3230637787853503,3.1766758097211008,0.05024877738316197,-2.1864736158668254,-1.82925576110319,-1.6945597280231977
Country,-0.5230661809074881,-0.025407487094566878,-0.009986460607735698,-0.026432430753317436,-0.07706100380835786,0.40773660679037727,0.25421695638108915
Avg_Daily_Usage_Hours,-0.012863279960819233,0.9358493547848356,0.39023386274997174,0.2206716489097121,-0.0835367813092416,-0.9410286394487216,-0.5093261657257386
Most_Used_Platform,0.22207343140843674,-0.12719133606167832,-0.03077765429474975,-0.11338680137685608,0.12924252838290606,-0.07949248858363546,-0.00046767947442221216
Affects_Academic_Performance,-0.44121782274639526,0.6068905811149677,0.9390318681686177,0.07274037097682577,-0.7968895615638246,-0.0909680082462596,-0.28958742770393286
Sleep_Hours_Per_Night,-0.7654876201114583,1.0812905769646615,0.8953951212839389,0.5113294421088334,0.10203361770009056,-1.0330911836918373,-0.7914699542542297
Mental_Health_Score,-0.8882523143006054,0.40237956653229984,0.6660221145825432,0.7062407951019888,0.136290898588484,-0.4596294632931392,-0.5630515972115719
Relationship_Status,0.3909456372313678,-0.23966884618741685,-0.4583785080626945,-0.04431038177979104,0.17612556289753317,-0.07339315992419243,0.2486796958251989
Conflicts_Over_Social_Media,0.225324586788874,0.535359257173084,0.611332219943276,-0.2573401557366402,0.21212579511054,-0.6174810537804492,-0.709320649498684
Addicted_Score,0.49108083472808456,-0.35960489113731414,-0.30903135245590585,1.0529463293691346,0.2706629816002065,-0.6737703970727359,-0.47228350503147115
